region,district,Monthly,admissions
Gedo,Ceel_Waaq,2019 Jan,477
Gedo,Ceel_Waaq,2019 Feb,718
Gedo,Ceel_Waaq,2019 Mar,788
Gedo,Ceel_Waaq,2019 Apr,1376
Gedo,Ceel_Waaq,2019 May,1572
Gedo,Ceel_Waaq,2019 Jun,1625
Gedo,Ceel_Waaq,2019 Jul,93
Gedo,Ceel_Waaq,2019 Aug,175
Gedo,Ceel_Waaq,2019 Sep,163
Gedo,Ceel_Waaq,2019 Oct,128
Gedo,Ceel_Waaq,2019 Nov,144
Gedo,Ceel_Waaq,2019 Dec,106
Gedo,Doolow,2024 Jan,1328
Gedo,Doolow,2024 Feb,1207
Gedo,Doolow,2024 Mar,1154
Gedo,Doolow,2024 Apr,894
Gedo,Doolow,2024 May,1316
Gedo,Doolow,2024 Jun,1232
Gedo,Doolow,2024 Jul,984
Gedo,Doolow,2024 Aug,1048
Gedo,Doolow,2024 Sep,569
Gedo,Doolow,2024 Oct,1004
Gedo,Doolow,2024 Nov,1229
Gedo,Doolow,2024 Dec,1229
Gedo,Doolow,2023 Jan,981
Gedo,Doolow,2023 Feb,1629
Gedo,Doolow,2023 Mar,1361
Gedo,Doolow,2023 Apr,1289
Gedo,Doolow,2023 May,1564
Gedo,Doolow,2023 Jun,2053
Gedo,Doolow,2023 Jul,1736
Gedo,Doolow,2023 Aug,1302
Gedo,Doolow,2023 Sep,1156
Gedo,Doolow,2023 Oct,1213
Gedo,Doolow,2023 Nov,1146
Gedo,Doolow,2023 Dec,1461
Gedo,Doolow,2022 Jan,595
Gedo,Doolow,2022 Feb,445
Gedo,Doolow,2022 Mar,528
Gedo,Doolow,2022 Apr,608
Gedo,Doolow,2022 May,813
Gedo,Doolow,2022 Jun,853
Gedo,Doolow,2022 Jul,715
Gedo,Doolow,2022 Aug,1531
Gedo,Doolow,2022 Sep,828
Gedo,Doolow,2022 Oct,875
Gedo,Doolow,2022 Nov,962
Gedo,Doolow,2022 Dec,1297
Gedo,Doolow,2021 Jan,519
Gedo,Doolow,2021 Feb,430
Gedo,Doolow,2021 Mar,487
Gedo,Doolow,2021 Apr,566
Gedo,Doolow,2021 May,479
Gedo,Doolow,2021 Jun,607
Gedo,Doolow,2021 Jul,379
Gedo,Doolow,2021 Aug,514
Gedo,Doolow,2021 Sep,392
Gedo,Doolow,2021 Oct,558
Gedo,Doolow,2021 Nov,595
Gedo,Doolow,2021 Dec,564
Gedo,Doolow,2020 Jan,376
Gedo,Doolow,2020 Feb,465
Gedo,Doolow,2020 Mar,424
Gedo,Doolow,2020 Apr,497
Gedo,Doolow,2020 May,727
Gedo,Doolow,2020 Jun,499
Gedo,Doolow,2020 Jul,466
Gedo,Doolow,2020 Aug,513
Gedo,Doolow,2020 Sep,378
Gedo,Doolow,2020 Oct,500
Gedo,Doolow,2020 Nov,456
Gedo,Doolow,2020 Dec,607
Gedo,Doolow,2019 Jan,621
Gedo,Doolow,2019 Feb,548
Gedo,Doolow,2019 Mar,449
Gedo,Doolow,2019 Apr,465
Gedo,Doolow,2019 May,384
Gedo,Doolow,2019 Jun,769
Gedo,Doolow,2019 Jul,514
Gedo,Doolow,2019 Aug,490
Gedo,Doolow,2019 Sep,335
Gedo,Doolow,2019 Oct,532
Gedo,Doolow,2019 Nov,537
Gedo,Doolow,2019 Dec,530
Gedo,Garbahaarey,2024 Jan,309
Gedo,Garbahaarey,2024 Feb,349
Gedo,Garbahaarey,2024 Mar,312
Gedo,Garbahaarey,2024 Apr,310
Gedo,Garbahaarey,2024 May,403
Gedo,Garbahaarey,2024 Jun,365
Gedo,Garbahaarey,2024 Jul,272
Gedo,Garbahaarey,2024 Aug,375
Gedo,Garbahaarey,2024 Sep,184
Gedo,Garbahaarey,2024 Oct,308
Gedo,Garbahaarey,2024 Nov,354
Gedo,Garbahaarey,2024 Dec,354
Gedo,Garbahaarey,2023 Jan,762
Gedo,Garbahaarey,2023 Feb,555
Gedo,Garbahaarey,2023 Mar,918
Gedo,Garbahaarey,2023 Apr,801
Gedo,Garbahaarey,2023 May,496
Gedo,Garbahaarey,2023 Jun,554
Gedo,Garbahaarey,2023 Jul,466
Gedo,Garbahaarey,2023 Aug,561
Gedo,Garbahaarey,2023 Sep,674
Gedo,Garbahaarey,2023 Oct,527
Gedo,Garbahaarey,2023 Nov,277
Gedo,Garbahaarey,2023 Dec,511
Gedo,Garbahaarey,2022 Jan,179
Gedo,Garbahaarey,2022 Feb,158
Gedo,Garbahaarey,2022 Mar,222
Gedo,Garbahaarey,2022 Apr,175
Gedo,Garbahaarey,2022 May,327
Gedo,Garbahaarey,2022 Jun,125
Gedo,Garbahaarey,2022 Jul,388
Gedo,Garbahaarey,2022 Aug,804
Gedo,Garbahaarey,2022 Sep,575
Gedo,Garbahaarey,2022 Oct,147
Gedo,Garbahaarey,2022 Nov,551
Gedo,Garbahaarey,2022 Dec,460
Gedo,Garbahaarey,2021 Jan,0
Gedo,Garbahaarey,2021 Feb,0
Gedo,Garbahaarey,2021 Mar,421
Gedo,Garbahaarey,2021 Apr,242
Gedo,Garbahaarey,2021 May,161
Gedo,Garbahaarey,2021 Jun,436
Gedo,Garbahaarey,2021 Jul,160
Gedo,Garbahaarey,2021 Aug,224
Gedo,Garbahaarey,2021 Sep,193
Gedo,Garbahaarey,2021 Oct,246
Gedo,Garbahaarey,2021 Nov,193
Gedo,Garbahaarey,2021 Dec,194
Gedo,Garbahaarey,2020 Jan,303
Gedo,Garbahaarey,2020 Feb,185
Gedo,Garbahaarey,2020 Mar,446
Gedo,Garbahaarey,2020 Apr,293
Gedo,Garbahaarey,2020 May,327
Gedo,Garbahaarey,2020 Jun,288
Gedo,Garbahaarey,2020 Jul,310
Gedo,Garbahaarey,2020 Aug,309
Gedo,Garbahaarey,2020 Sep,279
Gedo,Garbahaarey,2020 Oct,290
Gedo,Garbahaarey,2020 Nov,156
Gedo,Garbahaarey,2020 Dec,0
Gedo,Garbahaarey,2019 Jan,172
Gedo,Garbahaarey,2019 Feb,162
Gedo,Garbahaarey,2019 Mar,154
Gedo,Garbahaarey,2019 Apr,39
Gedo,Garbahaarey,2019 May,659
Gedo,Garbahaarey,2019 Jun,506
Gedo,Garbahaarey,2019 Jul,463
Gedo,Garbahaarey,2019 Aug,604
Gedo,Garbahaarey,2019 Sep,235
Gedo,Garbahaarey,2019 Oct,271
Gedo,Garbahaarey,2019 Nov,327
Gedo,Garbahaarey,2019 Dec,172
Gedo,Luuq,2024 Jan,477
Gedo,Luuq,2024 Feb,1312
Gedo,Luuq,2024 Mar,408
Gedo,Luuq,2024 Apr,303
Gedo,Luuq,2024 May,1044
Gedo,Luuq,2024 Jun,771
Gedo,Luuq,2024 Jul,334
Gedo,Luuq,2024 Aug,469
Gedo,Luuq,2024 Sep,659
Gedo,Luuq,2024 Oct,335
Gedo,Luuq,2024 Nov,438
Gedo,Luuq,2024 Dec,438
Gedo,Luuq,2023 Jan,600
Gedo,Luuq,2023 Feb,235
Gedo,Luuq,2023 Mar,999
Gedo,Luuq,2023 Apr,1167
Gedo,Luuq,2023 May,1071
Gedo,Luuq,2023 Jun,1467
Gedo,Luuq,2023 Jul,1383
Gedo,Luuq,2023 Aug,1732
Gedo,Luuq,2023 Sep,1018
Gedo,Luuq,2023 Oct,881
Gedo,Luuq,2023 Nov,321
Gedo,Luuq,2023 Dec,1595
Gedo,Luuq,2022 Jan,676
Gedo,Luuq,2022 Feb,549
Gedo,Luuq,2022 Mar,682
Gedo,Luuq,2022 Apr,861
Gedo,Luuq,2022 May,1207
Gedo,Luuq,2022 Jun,1096
Gedo,Luuq,2022 Jul,1022
Gedo,Luuq,2022 Aug,953
Gedo,Luuq,2022 Sep,635
Gedo,Luuq,2022 Oct,516
Gedo,Luuq,2022 Nov,466
Gedo,Luuq,2022 Dec,654
Gedo,Luuq,2021 Jan,124
Gedo,Luuq,2021 Feb,154
Gedo,Luuq,2021 Mar,116
Gedo,Luuq,2021 Apr,155
Gedo,Luuq,2021 May,554
Gedo,Luuq,2021 Jun,412
Gedo,Luuq,2021 Jul,93
Gedo,Luuq,2021 Aug,123
Gedo,Luuq,2021 Sep,293
Gedo,Luuq,2021 Oct,306
Gedo,Luuq,2021 Nov,727
Gedo,Luuq,2021 Dec,763
Gedo,Luuq,2020 Jan,146
Gedo,Luuq,2020 Feb,150
Gedo,Luuq,2020 Mar,0
Gedo,Luuq,2020 Apr,55
Gedo,Luuq,2020 May,96
Gedo,Luuq,2020 Jun,120
Gedo,Luuq,2020 Jul,430
Gedo,Luuq,2020 Aug,356
Gedo,Luuq,2020 Sep,399
Gedo,Luuq,2020 Oct,354
Gedo,Luuq,2020 Nov,456
Gedo,Luuq,2020 Dec,464
Gedo,Luuq,2019 Jan,594
Gedo,Luuq,2019 Feb,650
Gedo,Luuq,2019 Mar,131
Gedo,Luuq,2019 Apr,283
Gedo,Luuq,2019 May,527
Gedo,Luuq,2019 Jun,311
Gedo,Luuq,2019 Jul,265
Gedo,Luuq,2019 Aug,120
Gedo,Luuq,2019 Sep,200
Gedo,Luuq,2019 Oct,397
Gedo,Luuq,2019 Nov,381
Gedo,Luuq,2019 Dec,478
Hiraan,Belet_Weyne,2024 Jan,2044
Hiraan,Belet_Weyne,2024 Feb,1768
Hiraan,Belet_Weyne,2024 Mar,1268
Hiraan,Belet_Weyne,2024 Apr,1192
Hiraan,Belet_Weyne,2024 May,1512
Hiraan,Belet_Weyne,2024 Jun,2134
Hiraan,Belet_Weyne,2024 Jul,1537
Hiraan,Belet_Weyne,2024 Aug,1420
Hiraan,Belet_Weyne,2024 Sep,1475
Hiraan,Belet_Weyne,2024 Oct,1165
Hiraan,Belet_Weyne,2024 Nov,691
Hiraan,Belet_Weyne,2024 Dec,691
Hiraan,Belet_Weyne,2023 Jan,5101
Hiraan,Belet_Weyne,2023 Feb,3539
Hiraan,Belet_Weyne,2023 Mar,2015
Hiraan,Belet_Weyne,2023 Apr,1231
Hiraan,Belet_Weyne,2023 May,1946
Hiraan,Belet_Weyne,2023 Jun,2533
Hiraan,Belet_Weyne,2023 Jul,2842
Hiraan,Belet_Weyne,2023 Aug,2978
Hiraan,Belet_Weyne,2023 Sep,2284
Hiraan,Belet_Weyne,2023 Oct,1750
Hiraan,Belet_Weyne,2023 Nov,1345
Hiraan,Belet_Weyne,2023 Dec,2463
Hiraan,Belet_Weyne,2022 Jan,1460
Hiraan,Belet_Weyne,2022 Feb,1059
Hiraan,Belet_Weyne,2022 Mar,1122
Hiraan,Belet_Weyne,2022 Apr,705
Hiraan,Belet_Weyne,2022 May,1139
Hiraan,Belet_Weyne,2022 Jun,1166
Hiraan,Belet_Weyne,2022 Jul,1263
Hiraan,Belet_Weyne,2022 Aug,1628
Hiraan,Belet_Weyne,2022 Sep,1960
Hiraan,Belet_Weyne,2022 Oct,1456
Hiraan,Belet_Weyne,2022 Nov,1558
Hiraan,Belet_Weyne,2022 Dec,3718
Hiraan,Belet_Weyne,2021 Jan,324
Hiraan,Belet_Weyne,2021 Feb,389
Hiraan,Belet_Weyne,2021 Mar,413
Hiraan,Belet_Weyne,2021 Apr,849
Hiraan,Belet_Weyne,2021 May,1088
Hiraan,Belet_Weyne,2021 Jun,742
Hiraan,Belet_Weyne,2021 Jul,868
Hiraan,Belet_Weyne,2021 Aug,594
Hiraan,Belet_Weyne,2021 Sep,1188
Hiraan,Belet_Weyne,2021 Oct,1655
Hiraan,Belet_Weyne,2021 Nov,1021
Hiraan,Belet_Weyne,2021 Dec,1800
Hiraan,Belet_Weyne,2020 Jan,1178
Hiraan,Belet_Weyne,2020 Feb,1405
Hiraan,Belet_Weyne,2020 Mar,1294
Hiraan,Belet_Weyne,2020 Apr,1461
Hiraan,Belet_Weyne,2020 May,1542
Hiraan,Belet_Weyne,2020 Jun,1268
Hiraan,Belet_Weyne,2020 Jul,947
Hiraan,Belet_Weyne,2020 Aug,912
Hiraan,Belet_Weyne,2020 Sep,685
Hiraan,Belet_Weyne,2020 Oct,1149
Hiraan,Belet_Weyne,2020 Nov,1055
Hiraan,Belet_Weyne,2020 Dec,592
Hiraan,Belet_Weyne,2019 Jan,913
Hiraan,Belet_Weyne,2019 Feb,939
Hiraan,Belet_Weyne,2019 Mar,963
Hiraan,Belet_Weyne,2019 Apr,582
Hiraan,Belet_Weyne,2019 May,1019
Hiraan,Belet_Weyne,2019 Jun,3636
Hiraan,Belet_Weyne,2019 Jul,1033
Hiraan,Belet_Weyne,2019 Aug,833
Hiraan,Belet_Weyne,2019 Sep,1212
Hiraan,Belet_Weyne,2019 Oct,1918
Hiraan,Belet_Weyne,2019 Nov,1633
Hiraan,Belet_Weyne,2019 Dec,1827
Hiraan,Bulo_Burto,2024 Jan,402
Hiraan,Bulo_Burto,2024 Feb,429
Hiraan,Bulo_Burto,2024 Mar,274
Hiraan,Bulo_Burto,2024 Apr,327
Hiraan,Bulo_Burto,2024 May,683
Hiraan,Bulo_Burto,2024 Jun,615
Hiraan,Bulo_Burto,2024 Jul,589
Hiraan,Bulo_Burto,2024 Aug,426
Hiraan,Bulo_Burto,2024 Sep,95
Hiraan,Bulo_Burto,2024 Oct,429
Hiraan,Bulo_Burto,2024 Nov,105
Hiraan,Bulo_Burto,2024 Dec,105
Hiraan,Bulo_Burto,2023 Jan,383
Hiraan,Bulo_Burto,2023 Feb,847
Hiraan,Bulo_Burto,2023 Mar,709
Hiraan,Bulo_Burto,2023 Apr,435
Hiraan,Bulo_Burto,2023 May,677
Hiraan,Bulo_Burto,2023 Jun,469
Hiraan,Bulo_Burto,2023 Jul,647
Hiraan,Bulo_Burto,2023 Aug,465
Hiraan,Bulo_Burto,2023 Sep,269
Hiraan,Bulo_Burto,2023 Oct,423
Hiraan,Bulo_Burto,2023 Nov,444
Hiraan,Bulo_Burto,2023 Dec,550
Hiraan,Bulo_Burto,2022 Jan,87
Hiraan,Bulo_Burto,2022 Feb,89
Hiraan,Bulo_Burto,2022 Mar,97
Hiraan,Bulo_Burto,2022 Apr,116
Hiraan,Bulo_Burto,2022 May,158
Hiraan,Bulo_Burto,2022 Jun,288
Hiraan,Bulo_Burto,2022 Jul,224
Hiraan,Bulo_Burto,2022 Aug,314
Hiraan,Bulo_Burto,2022 Sep,378
Hiraan,Bulo_Burto,2022 Oct,346
Hiraan,Bulo_Burto,2022 Nov,270
Hiraan,Bulo_Burto,2022 Dec,507
Hiraan,Bulo_Burto,2021 Jan,48
Hiraan,Bulo_Burto,2021 Feb,26
Hiraan,Bulo_Burto,2021 Mar,20
Hiraan,Bulo_Burto,2021 Apr,31
Hiraan,Bulo_Burto,2021 May,0
Hiraan,Bulo_Burto,2021 Jun,87
Hiraan,Bulo_Burto,2021 Jul,55
Hiraan,Bulo_Burto,2021 Aug,215
Hiraan,Bulo_Burto,2021 Sep,64
Hiraan,Bulo_Burto,2021 Oct,210
Hiraan,Bulo_Burto,2021 Nov,264
Hiraan,Bulo_Burto,2021 Dec,0
Hiraan,Bulo_Burto,2020 Jan,20
Hiraan,Bulo_Burto,2020 Feb,14
Hiraan,Bulo_Burto,2020 Mar,14
Hiraan,Bulo_Burto,2020 Apr,39
Hiraan,Bulo_Burto,2020 May,28
Hiraan,Bulo_Burto,2020 Jun,24
Hiraan,Bulo_Burto,2020 Jul,0
Hiraan,Bulo_Burto,2020 Aug,30
Hiraan,Bulo_Burto,2020 Sep,0
Hiraan,Bulo_Burto,2020 Oct,21
Hiraan,Bulo_Burto,2020 Nov,37
Hiraan,Bulo_Burto,2020 Dec,42
Hiraan,Bulo_Burto,2019 Jan,56
Hiraan,Bulo_Burto,2019 Feb,132
Hiraan,Bulo_Burto,2019 Mar,40
Hiraan,Bulo_Burto,2019 Apr,59
Hiraan,Bulo_Burto,2019 May,46
Hiraan,Bulo_Burto,2019 Jun,105
Hiraan,Bulo_Burto,2019 Jul,92
Hiraan,Bulo_Burto,2019 Aug,63
Hiraan,Bulo_Burto,2019 Sep,142
Hiraan,Bulo_Burto,2019 Oct,99
Hiraan,Bulo_Burto,2019 Nov,25
Hiraan,Bulo_Burto,2019 Dec,0
Hiraan,Jalalaqsi,2024 Jan,331
Hiraan,Jalalaqsi,2024 Feb,228
Hiraan,Jalalaqsi,2024 Mar,153
Hiraan,Jalalaqsi,2024 Apr,80
Hiraan,Jalalaqsi,2024 May,189
Hiraan,Jalalaqsi,2024 Jun,65
Hiraan,Jalalaqsi,2024 Jul,99
Hiraan,Jalalaqsi,2024 Aug,91
Hiraan,Jalalaqsi,2024 Sep,94
Hiraan,Jalalaqsi,2024 Oct,0
Hiraan,Jalalaqsi,2024 Nov,0
Hiraan,Jalalaqsi,2024 Dec,0
Hiraan,Jalalaqsi,2023 Jan,95
Hiraan,Jalalaqsi,2023 Feb,103
Hiraan,Jalalaqsi,2023 Mar,80
Hiraan,Jalalaqsi,2023 Apr,73
Hiraan,Jalalaqsi,2023 May,103
Hiraan,Jalalaqsi,2023 Jun,39
Hiraan,Jalalaqsi,2023 Jul,68
Hiraan,Jalalaqsi,2023 Aug,83
Hiraan,Jalalaqsi,2023 Sep,55
Hiraan,Jalalaqsi,2023 Oct,164
Hiraan,Jalalaqsi,2023 Nov,246
Hiraan,Jalalaqsi,2023 Dec,265
Hiraan,Jalalaqsi,2022 Jan,0
Hiraan,Jalalaqsi,2022 Feb,0
Hiraan,Jalalaqsi,2022 Mar,0
Hiraan,Jalalaqsi,2022 Apr,0
Hiraan,Jalalaqsi,2022 May,0
Hiraan,Jalalaqsi,2022 Jun,0
Hiraan,Jalalaqsi,2022 Jul,0
Hiraan,Jalalaqsi,2022 Aug,0
Hiraan,Jalalaqsi,2022 Sep,101
Hiraan,Jalalaqsi,2022 Oct,63
Hiraan,Jalalaqsi,2022 Nov,69
Hiraan,Jalalaqsi,2022 Dec,82
Hiraan,Jalalaqsi,2021 Jan,0
Hiraan,Jalalaqsi,2021 Feb,0
Hiraan,Jalalaqsi,2021 Mar,0
Hiraan,Jalalaqsi,2021 Apr,0
Hiraan,Jalalaqsi,2021 May,0
Hiraan,Jalalaqsi,2021 Jun,0
Hiraan,Jalalaqsi,2021 Jul,0
Hiraan,Jalalaqsi,2021 Aug,0
Hiraan,Jalalaqsi,2021 Sep,0
Hiraan,Jalalaqsi,2021 Oct,0
Hiraan,Jalalaqsi,2021 Nov,0
Hiraan,Jalalaqsi,2021 Dec,0
Hiraan,Jalalaqsi,2020 Jan,0
Hiraan,Jalalaqsi,2020 Feb,0
Hiraan,Jalalaqsi,2020 Mar,0
Hiraan,Jalalaqsi,2020 Apr,0
Hiraan,Jalalaqsi,2020 May,0
Hiraan,Jalalaqsi,2020 Jun,0
Hiraan,Jalalaqsi,2020 Jul,0
Hiraan,Jalalaqsi,2020 Aug,0
Hiraan,Jalalaqsi,2020 Sep,0
Hiraan,Jalalaqsi,2020 Oct,0
Hiraan,Jalalaqsi,2020 Nov,0
Hiraan,Jalalaqsi,2020 Dec,0
Hiraan,Jalalaqsi,2019 Jan,0
Hiraan,Jalalaqsi,2019 Feb,0
Hiraan,Jalalaqsi,2019 Mar,0
Hiraan,Jalalaqsi,2019 Apr,0
Hiraan,Jalalaqsi,2019 May,0
Hiraan,Jalalaqsi,2019 Jun,0
Hiraan,Jalalaqsi,2019 Jul,0
Hiraan,Jalalaqsi,2019 Aug,0
Hiraan,Jalalaqsi,2019 Sep,0
Hiraan,Jalalaqsi,2019 Oct,0
Hiraan,Jalalaqsi,2019 Nov,0
Hiraan,Jalalaqsi,2019 Dec,0
Lower Juba,Afmadow,2024 Jan,1634
Lower Juba,Afmadow,2024 Feb,935
Lower Juba,Afmadow,2024 Mar,643
Lower Juba,Afmadow,2024 Apr,612
Lower Juba,Afmadow,2024 May,1024
Lower Juba,Afmadow,2024 Jun,826
Lower Juba,Afmadow,2024 Jul,727
Lower Juba,Afmadow,2024 Aug,329
Lower Juba,Afmadow,2024 Sep,783
Lower Juba,Afmadow,2024 Oct,835
Lower Juba,Afmadow,2024 Nov,590
Lower Juba,Afmadow,2024 Dec,590
Lower Juba,Afmadow,2023 Jan,1146
Lower Juba,Afmadow,2023 Feb,940
Lower Juba,Afmadow,2023 Mar,896
Lower Juba,Afmadow,2023 Apr,645
Lower Juba,Afmadow,2023 May,998
Lower Juba,Afmadow,2023 Jun,1126
Lower Juba,Afmadow,2023 Jul,988
Lower Juba,Afmadow,2023 Aug,863
Lower Juba,Afmadow,2023 Sep,902
Lower Juba,Afmadow,2023 Oct,1110
Lower Juba,Afmadow,2023 Nov,896
Lower Juba,Afmadow,2023 Dec,973
Lower Juba,Afmadow,2022 Jan,666
Lower Juba,Afmadow,2022 Feb,416
Lower Juba,Afmadow,2022 Mar,349
Lower Juba,Afmadow,2022 Apr,304
Lower Juba,Afmadow,2022 May,472
Lower Juba,Afmadow,2022 Jun,324
Lower Juba,Afmadow,2022 Jul,608
Lower Juba,Afmadow,2022 Aug,782
Lower Juba,Afmadow,2022 Sep,1004
Lower Juba,Afmadow,2022 Oct,1082
Lower Juba,Afmadow,2022 Nov,1129
Lower Juba,Afmadow,2022 Dec,1330
Lower Juba,Afmadow,2021 Jan,534
Lower Juba,Afmadow,2021 Feb,489
Lower Juba,Afmadow,2021 Mar,494
Lower Juba,Afmadow,2021 Apr,307
Lower Juba,Afmadow,2021 May,341
Lower Juba,Afmadow,2021 Jun,283
Lower Juba,Afmadow,2021 Jul,233
Lower Juba,Afmadow,2021 Aug,418
Lower Juba,Afmadow,2021 Sep,241
Lower Juba,Afmadow,2021 Oct,198
Lower Juba,Afmadow,2021 Nov,277
Lower Juba,Afmadow,2021 Dec,452
Lower Juba,Afmadow,2020 Jan,567
Lower Juba,Afmadow,2020 Feb,443
Lower Juba,Afmadow,2020 Mar,492
Lower Juba,Afmadow,2020 Apr,469
Lower Juba,Afmadow,2020 May,339
Lower Juba,Afmadow,2020 Jun,386
Lower Juba,Afmadow,2020 Jul,522
Lower Juba,Afmadow,2020 Aug,295
Lower Juba,Afmadow,2020 Sep,316
Lower Juba,Afmadow,2020 Oct,216
Lower Juba,Afmadow,2020 Nov,387
Lower Juba,Afmadow,2020 Dec,519
Lower Juba,Afmadow,2019 Jan,456
Lower Juba,Afmadow,2019 Feb,499
Lower Juba,Afmadow,2019 Mar,474
Lower Juba,Afmadow,2019 Apr,395
Lower Juba,Afmadow,2019 May,487
Lower Juba,Afmadow,2019 Jun,527
Lower Juba,Afmadow,2019 Jul,364
Lower Juba,Afmadow,2019 Aug,710
Lower Juba,Afmadow,2019 Sep,480
Lower Juba,Afmadow,2019 Oct,451
Lower Juba,Afmadow,2019 Nov,472
Lower Juba,Afmadow,2019 Dec,679
Lower Juba,Badhaadhe,2024 Jan,467
Lower Juba,Badhaadhe,2024 Feb,717
Lower Juba,Badhaadhe,2024 Mar,441
Lower Juba,Badhaadhe,2024 Apr,244
Lower Juba,Badhaadhe,2024 May,592
Lower Juba,Badhaadhe,2024 Jun,473
Lower Juba,Badhaadhe,2024 Jul,408
Lower Juba,Badhaadhe,2024 Aug,203
Lower Juba,Badhaadhe,2024 Sep,351
Lower Juba,Badhaadhe,2024 Oct,341
Lower Juba,Badhaadhe,2024 Nov,300
Lower Juba,Badhaadhe,2024 Dec,300
Lower Juba,Badhaadhe,2023 Jan,609
Lower Juba,Badhaadhe,2023 Feb,451
Lower Juba,Badhaadhe,2023 Mar,480
Lower Juba,Badhaadhe,2023 Apr,505
Lower Juba,Badhaadhe,2023 May,559
Lower Juba,Badhaadhe,2023 Jun,590
Lower Juba,Badhaadhe,2023 Jul,602
Lower Juba,Badhaadhe,2023 Aug,840
Lower Juba,Badhaadhe,2023 Sep,696
Lower Juba,Badhaadhe,2023 Oct,582
Lower Juba,Badhaadhe,2023 Nov,862
Lower Juba,Badhaadhe,2023 Dec,836
Lower Juba,Badhaadhe,2022 Jan,879
Lower Juba,Badhaadhe,2022 Feb,975
Lower Juba,Badhaadhe,2022 Mar,783
Lower Juba,Badhaadhe,2022 Apr,230
Lower Juba,Badhaadhe,2022 May,370
Lower Juba,Badhaadhe,2022 Jun,548
Lower Juba,Badhaadhe,2022 Jul,563
Lower Juba,Badhaadhe,2022 Aug,412
Lower Juba,Badhaadhe,2022 Sep,254
Lower Juba,Badhaadhe,2022 Oct,382
Lower Juba,Badhaadhe,2022 Nov,485
Lower Juba,Badhaadhe,2022 Dec,472
Lower Juba,Badhaadhe,2021 Jan,460
Lower Juba,Badhaadhe,2021 Feb,390
Lower Juba,Badhaadhe,2021 Mar,695
Lower Juba,Badhaadhe,2021 Apr,595
Lower Juba,Badhaadhe,2021 May,47
Lower Juba,Badhaadhe,2021 Jun,55
Lower Juba,Badhaadhe,2021 Jul,58
Lower Juba,Badhaadhe,2021 Aug,70
Lower Juba,Badhaadhe,2021 Sep,67
Lower Juba,Badhaadhe,2021 Oct,484
Lower Juba,Badhaadhe,2021 Nov,365
Lower Juba,Badhaadhe,2021 Dec,214
Lower Juba,Badhaadhe,2020 Jan,7
Lower Juba,Badhaadhe,2020 Feb,6
Lower Juba,Badhaadhe,2020 Mar,7
Lower Juba,Badhaadhe,2020 Apr,0
Lower Juba,Badhaadhe,2020 May,7
Lower Juba,Badhaadhe,2020 Jun,10
Lower Juba,Badhaadhe,2020 Jul,0
Lower Juba,Badhaadhe,2020 Aug,391
Lower Juba,Badhaadhe,2020 Sep,303
Lower Juba,Badhaadhe,2020 Oct,401
Lower Juba,Badhaadhe,2020 Nov,282
Lower Juba,Badhaadhe,2020 Dec,454
Lower Juba,Badhaadhe,2019 Jan,20
Lower Juba,Badhaadhe,2019 Feb,38
Lower Juba,Badhaadhe,2019 Mar,42
Lower Juba,Badhaadhe,2019 Apr,33
Lower Juba,Badhaadhe,2019 May,24
Lower Juba,Badhaadhe,2019 Jun,32
Lower Juba,Badhaadhe,2019 Jul,42
Lower Juba,Badhaadhe,2019 Aug,17
Lower Juba,Badhaadhe,2019 Sep,5
Lower Juba,Badhaadhe,2019 Oct,5
Lower Juba,Badhaadhe,2019 Nov,26
Lower Juba,Badhaadhe,2019 Dec,6
Lower Juba,Jamaame,2024 Jan,66
Lower Juba,Jamaame,2024 Feb,85
Lower Juba,Jamaame,2024 Mar,69
Lower Juba,Jamaame,2024 Apr,49
Lower Juba,Jamaame,2024 May,79
Lower Juba,Jamaame,2024 Jun,26
Lower Juba,Jamaame,2024 Jul,67
Lower Juba,Jamaame,2024 Aug,56
Lower Juba,Jamaame,2024 Sep,17
Lower Juba,Jamaame,2024 Oct,55
Lower Juba,Jamaame,2024 Nov,40
Lower Juba,Jamaame,2024 Dec,40
Lower Juba,Jamaame,2023 Jan,86
Lower Juba,Jamaame,2023 Feb,0
Lower Juba,Jamaame,2023 Mar,69
Lower Juba,Jamaame,2023 Apr,82
Lower Juba,Jamaame,2023 May,68
Lower Juba,Jamaame,2023 Jun,54
Lower Juba,Jamaame,2023 Jul,0
Lower Juba,Jamaame,2023 Aug,88
Lower Juba,Jamaame,2023 Sep,91
Lower Juba,Jamaame,2023 Oct,84
Lower Juba,Jamaame,2023 Nov,152
Lower Juba,Jamaame,2023 Dec,178
Lower Juba,Jamaame,2022 Jan,0
Lower Juba,Jamaame,2022 Feb,0
Lower Juba,Jamaame,2022 Mar,0
Lower Juba,Jamaame,2022 Apr,0
Lower Juba,Jamaame,2022 May,0
Lower Juba,Jamaame,2022 Jun,0
Lower Juba,Jamaame,2022 Jul,0
Lower Juba,Jamaame,2022 Aug,0
Lower Juba,Jamaame,2022 Sep,0
Lower Juba,Jamaame,2022 Oct,0
Lower Juba,Jamaame,2022 Nov,0
Lower Juba,Jamaame,2022 Dec,0
Lower Juba,Jamaame,2021 Jan,0
Lower Juba,Jamaame,2021 Feb,0
Lower Juba,Jamaame,2021 Mar,0
Lower Juba,Jamaame,2021 Apr,0
